repo_name,last_pushed_at,created_at,default_branch,cfn_file_count,total_resources,resource_types,platform_pct,application_pct,data_pct,other_pct,nested_stacks,cross_stack_refs,custom_resources,sam_transforms,parameters,conditions,has_terraform,cfn_lines,aws_account_ids,app_ids
gis-geomartcloud-gmcloud-infrastructure,08/13/2025 19:55,04/29/2021 17:08,main,13,151,AWS::ApplicationAutoScaling::ScalableTarget|AWS::ApplicationAutoScaling::ScalingPolicy|AWS::CloudFormation::Interface|AWS::DMS::Endpoint|AWS::DMS::EventSubscription|AWS::DMS::ReplicationInstance|AWS::DMS::ReplicationSubnetGroup|AWS::DMS::ReplicationTask|AWS::DynamoDB::Table|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::Events::Rule|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::RDS::DBCluster|AWS::RDS::DBClusterParameterGroup|AWS::RDS::DBInstance|AWS::RDS::DBParameterGroup|AWS::RDS::DBProxy|AWS::RDS::DBProxyEndpoint|AWS::RDS::DBProxyTargetGroup|AWS::RDS::DBSubnetGroup|AWS::SecretsManager::Secret|AWS::SecretsManager::SecretTargetAttachment|AWS::SNS::Subscription|AWS::SNS::Topic|AWS::SSM::Parameter,53,6,39,2,0,0,0,false,13,7,false,8747,none,APP-1954
ccsp-cdp-grafana-sns-alerts,08/06/2025 09:50,03/21/2023 16:46,main,3,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,984,580247275435|720720378559|780761660372,APP-2395
ccsp-cdp-error-retry-worker,07/31/2025 18:38,12/07/2021 21:00,qa,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,536,720720378559,none
ccsp-cdp-customer-contact-module,07/31/2025 17:13,07/27/2022 16:53,main,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,526,720720378559,none
Meteorology-AppStream,07/28/2025 17:33,01/31/2022 19:28,main,12,97,AWS::ApplicationAutoScaling::ScalableTarget|AWS::ApplicationAutoScaling::ScalingPolicy|AWS::AppStream::Fleet|AWS::AppStream::ImageBuilder|AWS::AppStream::Stack|AWS::AppStream::StackFleetAssociation|AWS::AppStream::StackUserAssociation|AWS::AppStream::User|AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::EC2::Image|AWS::EC2::Instance|AWS::EC2::SecurityGroup|AWS::EC2::VPC|AWS::EC2::VPCEndpoint|AWS::IAM::InstanceProfile|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,12,13,false,3733,850755775074|967517989313,none
ccsp-cdp-apiiterator_base,07/28/2025 14:19,12/04/2023 06:30,main,6,18,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,6,0,false,1620,720720378559,none
aws-cost-forecast,07/24/2025 22:49,06/15/2023 15:55,dev,3,14,AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SSM::Parameter,55,44,0,1,0,0,0,false,3,0,false,597,none,none
aws-athena-query-reports,07/24/2025 21:52,08/23/2024 14:40,main,3,18,AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SSM::Parameter,48,51,0,1,0,0,0,false,3,0,false,606,none,none
ccsp-cdp-bulk-api-module,07/22/2025 14:50,07/22/2021 13:38,qa,1,3,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,1,0,false,268,720720378559,none
ccsp-cdp-filewriter,07/22/2025 10:53,07/07/2021 12:32,qa,1,3,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,1,0,false,268,720720378559,none
gis-geomartcloud-mab-api-photofetch,07/16/2025 19:18,04/02/2021 17:35,main,1,4,AWS::ApiGateway::Authorizer|AWS::CloudFormation::Interface|AWS::IAM::Role|AWS::Serverless::Api|AWS::SSM::Parameter,73,26,0,1,0,0,0,true,1,0,false,448,none,none
gis-geomartcloud-mab-ui,07/09/2025 23:03,03/30/2021 15:56,main,1,2,AWS::CloudFormation::Interface|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,1,1,false,351,none,none
ccsp-cdp-datamapper-module,07/08/2025 16:19,06/11/2021 15:35,qa,1,3,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,1,0,false,269,720720378559,none
ccsp-cdp-flyway-migration,07/04/2025 10:57,04/30/2021 09:10,main,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,753,720720378559,none
aws-cross-account-bucket-access,07/04/2025 02:32,07/03/2025 18:49,main,4,8,AWS::CloudFormation::Interface|AWS::IAM::Role|AWS::Lambda::Function|AWS::S3::Bucket|AWS::S3::BucketPolicy,55,44,0,1,0,0,0,false,4,0,false,543,none,none
ccsp-cdp-error-retry-audit,06/26/2025 17:34,12/14/2021 15:41,qa,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,564,720720378559,none
ccsp-cdp-merge-table-lambda-function,06/05/2025 18:29,02/06/2025 19:40,main,3,10,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,1033,580247275435|720720378559|780761660372,APP-2395
ccsp-cdp-merge-table-step-functions,06/05/2025 06:48,02/06/2025 19:28,main,2,1,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::IAM::Role|AWS::SSM::Parameter|AWS::StepFunctions::StateMachine,100,0,0,0,0,0,0,false,2,0,false,1183,none,APP-2395
pge-ecm-fg-dctm-cicd,05/30/2025 22:24,02/05/2024 21:44,dev,23,222,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::EC2::SecurityGroup|AWS::IAM::Policy|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,23,0,false,10164,none,none
Meteorology-Integration,05/27/2025 19:07,07/12/2020 03:35,master,17,238,AWS::DynamoDB::Table|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::Events::Rule|AWS::Glue::Connection|AWS::Glue::Crawler|AWS::Glue::Database|AWS::Glue::Job|AWS::Glue::SecurityConfiguration|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Logs::LogGroup|AWS::Serverless::Function|AWS::Serverless::LayerVersion|AWS::SNS::Subscription|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::StepFunctions::Activity|AWS::StepFunctions::StateMachine,33,28,38,1,0,0,0,true,17,1,false,5185,420165488524,none
aws-psps-rds,05/23/2025 14:09,10/21/2019 02:13,master,7,37,AWS::AutoScalingPlans::ScalingPlan|AWS::CloudFormation::Interface|AWS::EC2::Instance|AWS::EC2::SecurityGroup|AWS::IAM::InstanceProfile|AWS::IAM::Role|AWS::Lambda::Function|AWS::RDS::DBCluster|AWS::RDS::DBClusterParameterGroup|AWS::RDS::DBInstance|AWS::RDS::DBParameterGroup|AWS::RDS::DBSubnetGroup|AWS::SecretsManager::Secret|AWS::SecretsManager::SecretTargetAttachment|AWS::SSM::Parameter,61,5,33,1,0,0,1,false,6,12,false,1843,none,none
pge-crm-ecm-db-scripts-v2,05/23/2025 01:52,09/09/2024 22:42,dev,5,71,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::IAM::Policy|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,5,0,false,1971,none,none
ccsp-cdp-getrates-apiaauth-lambda,05/22/2025 19:19,05/10/2022 16:52,main,3,15,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,1173,720720378559,none
ccsp-cdp-governer,05/15/2025 17:49,07/10/2024 14:01,main,2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,530,720720378559,none
ccsp-cdp-eks-cluster-config,05/15/2025 16:38,08/05/2021 06:24,main,2,7,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,2,0,false,740,720720378559,none
aws-psps-create-outage-tables,05/08/2025 16:04,04/17/2020 02:13,master,4,10,AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Logs::MetricFilter|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::SSM::Parameter,77,22,0,1,0,0,0,false,4,0,false,1057,none,none
aws-transit-public-elb-sonarqube,05/07/2025 19:32,04/03/2023 20:55,dev,3,29,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,39,60,0,1,0,4,3,false,3,5,false,1956,100538557244|223104556128|242937548904|514712703977|686137062481|757620174545,APP-2102
aws-waf-rules-automation-sonarqube,05/07/2025 18:21,04/11/2023 21:16,dev,2,6,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::FMS::Policy|AWS::IAM::Role|AWS::SSM::Parameter|AWS::WAFv2::IPSet|AWS::WAFv2::RuleGroup,75,25,0,0,0,0,0,false,2,0,false,514,686137062481,none
pge-ecm-crmbus-masterservice,04/29/2025 23:22,02/06/2023 17:28,main,3,21,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::EC2::SecurityGroup|AWS::ECR::Repository|AWS::IAM::Policy|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,3,12,false,3054,none,none
aws-ip-availability,04/24/2025 01:28,04/23/2025 15:57,main,1,6,AWS::CloudFormation::Interface|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Subscription|AWS::SNS::Topic,11,88,0,1,0,0,0,false,1,0,false,297,none,none
aws-waf-rules-automation-mule,04/18/2025 19:53,05/11/2023 15:39,qa,2,6,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::FMS::Policy|AWS::IAM::Role|AWS::SSM::Parameter|AWS::WAFv2::IPSet|AWS::WAFv2::RuleGroup,75,25,0,0,0,0,0,false,2,0,false,920,686137062481,none
aws-transit-open-public-elb-mule-cloudhub,04/10/2025 15:56,08/08/2024 20:43,qa,2,25,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,36,63,0,1,0,4,2,false,2,6,false,1624,242937548904|514712703977|686137062481|757620174545,APP-2102
pge-ecm-crmbus-preprocess-agent-queue,04/05/2025 03:37,02/08/2023 22:22,main,3,12,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::EventSourceMapping|AWS::Lambda::Function|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SQS::Queue|AWS::SQS::QueuePolicy|AWS::SSM::Parameter,85,14,0,1,0,0,0,true,3,1,false,1292,138871512076,APP-2481
pge-ecm-crm-eks-cicd,03/25/2025 21:15,05/05/2021 17:50,main,52,565,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::EC2::SecurityGroup|AWS::IAM::Policy|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,16,0,false,52,0,false,21816,none,none
ccsp-cdp-dob_2-pointvw-lambda,03/17/2025 14:47,11/27/2024 17:45,main,3,10,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,1042,580247275435|720720378559|780761660372,APP-2395
ccsp-cdp-dob-automation-step-function,03/14/2025 10:23,11/27/2024 17:13,main,2,1,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::IAM::Role|AWS::SSM::Parameter|AWS::StepFunctions::StateMachine,100,0,0,0,0,0,0,false,2,0,false,702,none,APP-2395
ccsp-cdp-dob-check-tables-lambda,03/14/2025 10:21,11/28/2024 18:24,main,3,10,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,997,580247275435|720720378559|780761660372,APP-2395
ccsp-cdp-dob_1-pointvw-lambda,03/14/2025 10:10,11/27/2024 17:45,main,3,10,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,1043,580247275435|720720378559|780761660372,APP-2395
ccsp-cdp-dob_2-truncate-lambda,03/14/2025 10:06,11/27/2024 17:44,main,3,10,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,996,580247275435|720720378559|780761660372,APP-2395
ccsp-cdp-dob_1-truncate-lambda,03/14/2025 10:05,11/27/2024 17:44,main,3,10,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,996,580247275435|720720378559|780761660372,APP-2395
ccsp-cdp-dob_2-loads3file-lambda,03/14/2025 10:01,11/27/2024 17:46,main,3,10,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,1028,580247275435|720720378559|780761660372,APP-2395
ccsp-cdp-dob_1-loads3file-lambda,03/13/2025 18:32,11/27/2024 17:46,main,3,10,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,1029,580247275435|720720378559|780761660372,APP-2395
ccsp-cdp-dob-active-table-check-lambda,03/13/2025 18:28,11/27/2024 17:42,main,3,10,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,996,580247275435|720720378559|780761660372,APP-2395
ccsp-cdp-dob-create-tables-schema-view-lambda,03/13/2025 18:24,11/27/2024 17:38,main,3,10,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,998,580247275435|720720378559|780761660372,APP-2395
aws-waf-rules-automation-locateandmark,03/10/2025 21:54,03/10/2025 21:35,nonprod,2,4,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::FMS::Policy|AWS::IAM::Role|AWS::SSM::Parameter,75,25,0,0,0,0,0,false,2,0,false,463,686137062481,none
test_codepipeline_dotnet,03/07/2025 19:34,05/30/2022 07:56,main,1,4,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::ElasticBeanstalk::Application|AWS::ElasticBeanstalk::Environment|AWS::IAM::InstanceProfile|AWS::IAM::Role|AWS::S3::Bucket,100,0,0,0,0,0,0,false,1,0,false,338,none,none
gis-geomartcloud-pspsv4-batch-mapservice,03/06/2025 12:31,03/31/2022 15:46,main,1,6,AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::IAM::Role|AWS::Lambda::Function|AWS::SSM::Parameter,76,23,0,1,0,0,0,true,1,0,false,411,none,APP-2324
aws-ci-automation-ref,03/05/2025 17:56,01/12/2021 17:16,main,21,127,AWS::AutoScaling::AutoScalingGroup|AWS::AutoScaling::LaunchConfiguration|AWS::CloudFormation::CustomResource|AWS::CloudFormation::Init|AWS::CloudFormation::Interface|AWS::CloudFormation::Stack|AWS::CloudWatch::Alarm|AWS::CodeBuild::Project|AWS::CodeDeploy::Application|AWS::CodeDeploy::DeploymentConfig|AWS::CodeDeploy::DeploymentGroup|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::EC2::Image|AWS::EC2::Instance|AWS::EC2::LaunchTemplate|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupEgress|AWS::EC2::SecurityGroupIngress|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::ECR::Repository|AWS::EKS::Cluster|AWS::ElasticBeanstalk::Application|AWS::ElasticBeanstalk::ConfigurationTemplate|AWS::ElasticBeanstalk::Environment|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::ListenerRule|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::IAM::Group|AWS::IAM::InstanceProfile|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Api|AWS::Serverless::Function|AWS::SNS::Topic|AWS::SSM::Parameter,86,13,0,1,1,1,1,true,21,35,true,14834,514712703977,APP-2102|APP-3824
gis-gmcloud-hawc-batch-fireforecast,02/28/2025 01:08,10/04/2022 10:27,main,1,7,AWS::Events::Rule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::EventInvokeConfig|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Lambda::Version|AWS::SSM::Parameter,42,57,0,1,0,0,0,false,1,0,false,440,none,none
gis-gmcloud-hawc-etl-avalanchedataupdate,02/28/2025 01:04,09/22/2022 16:55,main,1,5,AWS::Events::Rule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SSM::Parameter,60,40,0,0,0,0,0,false,1,0,false,429,none,none
gis-geomartcloud-wsoc-wiv-ui,02/21/2025 11:26,01/12/2021 19:26,master,3,2,AWS::CloudFormation::Interface|AWS::CloudFront::Distribution|AWS::IAM::Role|AWS::Lambda::Function|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::SSM::Parameter|AWS::WAF::IPSet|AWS::WAF::Rule|AWS::WAF::WebACL|AWS::WAFRegional::IPSet|AWS::WAFRegional::Rule|AWS::WAFRegional::WebACL,50,50,0,0,0,2,2,false,3,4,false,757,514712703977,none
ccsp-cdp-ci-char-entity-val-step-function,02/11/2025 17:14,12/27/2024 11:14,main,2,1,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::IAM::Role|AWS::SSM::Parameter|AWS::StepFunctions::StateMachine,100,0,0,0,0,0,0,false,2,0,false,573,none,APP-2395
ccsp-cdp-ci-char-entity-val-start-appflow-lambda,02/11/2025 12:09,12/27/2024 11:21,main,3,10,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,989,580247275435|720720378559|780761660372,APP-2395
ccsp-cdp-ci-char-entity-failed-reports-lambda,02/11/2025 11:29,12/27/2024 11:25,main,3,10,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,995,580247275435|720720378559,APP-2395
ccsp-cdp-ci-char-val-failed-reports-lambda,02/11/2025 11:21,12/27/2024 11:27,main,3,10,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,995,580247275435|720720378559,APP-2395
ccsp-cdp-export-ci-char-entity-val-to-s3-lambda,02/11/2025 11:12,12/27/2024 11:16,main,3,10,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,1006,580247275435|720720378559|780761660372,APP-2395
ccsp-cdp-unschedule-ci-char-entity-val-jobs-lambda,02/04/2025 11:05,12/27/2024 11:26,main,3,10,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,996,580247275435|720720378559|780761660372,APP-2395
gis-geomartcloud-wsoc-api-wildfirecameraimage,01/30/2025 23:03,12/24/2020 16:53,master,1,12,AWS::ApiGateway::Authorizer|AWS::ApiGateway::Deployment|AWS::ApiGateway::GatewayResponse|AWS::ApiGateway::Method|AWS::ApiGateway::Resource|AWS::ApiGateway::RestApi|AWS::ApiGateway::Stage|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::IAM::Role|AWS::Lambda::Function|AWS::SSM::Parameter,23,76,0,1,0,0,0,false,1,1,false,798,725887861453,APP-2766
ccsp-cdp-CheckFors3Files-merge-table-lambda,01/24/2025 20:16,01/24/2025 19:02,main,3,10,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::Serverless::Function|AWS::SSM::Parameter,100,0,0,0,0,0,0,true,3,0,false,1007,580247275435|708921516569|720720378559,APP-2395
pge-ecm-crmis-cicd,01/23/2025 21:49,05/03/2021 04:08,main,7,37,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::EC2::SecurityGroup|AWS::ECR::Repository|AWS::Events::Rule|AWS::IAM::Policy|AWS::IAM::Role|AWS::SSM::Parameter,100,0,0,0,0,0,0,false,7,4,false,4056,none,none
